rxn_id	name	subsystem	equation	flux_pFBA	top_candidates	top_candidate_expr
rxn09193_c0	L-proline transport via diffusion (extracellular to periplasm)_m0		L-Proline_c0 <=> L-Proline_m0	0.9536587965540604	(no candidates in same subsystem)	
rxn00503_m0	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase_m0		2 H2O + NAD + 1-Pyrroline-5-carboxylate_m0 --> NADH + L-Glutamate + H+	0.9536587965540604	(no candidates in same subsystem)	
TRP_coa_c0r0	CoA c0↔r0 transport (diffusion)		CoA <=> CoA_r0	-0.8256111208885816	(no candidates in same subsystem)	
NH4tm_c0	TRANS-RXN-173.ce_m0		NH3 <=> NH3_m0	-0.7855049372375246	(no candidates in same subsystem)	
rxn05307_c0	TRANS-RXNBWI-115637.ce.maizeexp.SER_SER_m0		L-Serine_c0 + H+ <=> L-Serine_m0 + H+	-0.7855049372375246	(no candidates in same subsystem)	
H2Oter_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_g0		H2O <=> H2O_r0	-0.6584894176193442	(no candidates in same subsystem)	
TRP_malcoa_c0r0	Malonyl-CoA transport c0→r0		Malonyl-CoA_c0 <=> Malonyl-CoA_r0	0.6582473154501427	(no candidates in same subsystem)	
TRP_co2_c0r0	CO2 c0↔r0 transport (diffusion)		CO2 <=> CO2_r0	-0.6582473154501427	(no candidates in same subsystem)	
GLXtp_c0	glyoxylate transport, peroxisomal_x0		Glyoxalate_c0 <=> Glyoxalate	-0.6226289052095703	(no candidates in same subsystem)	
EX_cpd00129_e0	Exchange for L-Proline_e0		L-Proline_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00107_e0	Exchange for L-Leucine_e0		L-Leucine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00051_e0	Exchange for L-Arginine_e0		L-Arginine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00156_e0	Exchange for L-Valine_e0		L-Valine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00161_e0	Exchange for L-Threonine_e0		L-Threonine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00027_e0	Exchange for D-Glucose		D-Glucose <=> 	-0.5	(no candidates in same subsystem)	
EX_cpd00132_e0	Exchange for L-Asparagine_e0		L-Asparagine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00033_e0	Exchange for Glycine_e0		Glycine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00322_e0	Exchange for L-Isoleucine_e0		L-Isoleucine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00065_e0	Exchange for L-Tryptophan_e0		L-Tryptophan_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00035_e0	Exchange for L-Alanine_e0		L-Alanine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00041_e0	Exchange for L-Aspartate_e0		L-Aspartate_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00023_e0	Exchange for L-Glutamate_e0		L-Glutamate_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00053_e0	Exchange for L-Glutamine_e0		L-Glutamine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00066_e0	Exchange for L-Phenylalanine_e0		L-Phenylalanine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00054_e0	Exchange for L-Serine_e0		L-Serine_e0 --> 	-0.5	(no candidates in same subsystem)	
EX_cpd00486_e0	Exchange for Indoleacetaldehyde_e0		Indoleacetaldehyde_e0 --> 	0.4958700218195089	(no candidates in same subsystem)	
rxn09742_c0	indole-3-acetaldehyde mitochondrial transport via diffusion_c0		Indoleacetaldehyde <=> Indoleacetaldehyde_e0	0.4958700218195089	(no candidates in same subsystem)	
EX_cpd00464_e0	Exchange for alpha-Tolualdehyde_e0		alpha-Tolualdehyde_e0 --> 	0.4809308938493813	(no candidates in same subsystem)	
rxn09061_c0	phenethylacetaldehyde transport via diffusion (extracellular to periplasm)_c0		alpha-Tolualdehyde_c0 <=> alpha-Tolualdehyde_e0	0.4809308938493813	(no candidates in same subsystem)	
rxn02374_c0	R03314_c0		L-Glutamate5-semialdehyde_c0 <=> H2O + H+ + 1-Pyrroline-5-carboxylate_c0	0.4771142243584435	(no candidates in same subsystem)	
EX_cpd00073_e0	Exchange for Urea_e0		Urea_e0 --> 	0.4771142243584435	(no candidates in same subsystem)	
rxn09798_c0	Transport of 3-methyl-2-oxopentanoate, mitochondrial_c0		3MOP_e0 <=> 3MOP_c0	-0.4725570070558312	(no candidates in same subsystem)	
EX_cpd00508_e0	Exchange for 3MOP_e0		3MOP_e0 --> 	0.4725570070558312	(no candidates in same subsystem)	
EX_cpd16874_e0	Exchange for 2-methylpropanal_e0		2-methylpropanal_e0 --> 	0.462274785516812	(no candidates in same subsystem)	
rxn13193_c0	2-methylpropanal transport (extracellular)_c0		2-methylpropanal_c0 <=> 2-methylpropanal_e0	0.462274785516812	(no candidates in same subsystem)	
EX_cpd04534_e0	Exchange for 3-Methylbutanal_e0		3-Methylbutanal_e0 --> 	0.457788774734553	(no candidates in same subsystem)	
rxn13201_c0	3-methylbutanal transport (extracellular)_c0		3-Methylbutanal_c0 <=> 3-Methylbutanal_e0	0.457788774734553	(no candidates in same subsystem)	
rxn13209_c0	RXN-7692.c_c0		H+ + 4MOP_c0 --> CO2 + 3-Methylbutanal_c0	0.457788774734553	(no candidates in same subsystem)	
rxn00189_c0	L-Glutamine amidohydrolase_c0		H2O + L-Glutamine --> NH3 + L-Glutamate	0.4044750288153211	(no candidates in same subsystem)	
TRP_nadp_c0r0	NADP c0↔r0 transport (diffusion)		NADP <=> NADP_r0	0.3347276108768774	(no candidates in same subsystem)	
TRP_nadph_c0r0	NADPH c0↔r0 transport (diffusion)		NADPH <=> NADPH_r0	-0.3347276108768773	(no candidates in same subsystem)	
rxn09121_m0	Inorganic phosphate transporter		Phosphate <=> Phosphate	-0.2860793161715058	(no candidates in same subsystem)	
EX_cpd00009_e0	Exchange for Phosphate		Phosphate <=> 	-0.2860793161715058	(no candidates in same subsystem)	
TRP_sphinganine_r0c0	Sphinganine transport r0→c0		Sphinganine_r0 <=> Sphinganine_c0	-0.1673638054384388	(no candidates in same subsystem)	
TRP_strcoa_c0r0	Stearoyl-CoA (C18) transport c0→r0		strcoa_c0 <=> strcoa_r0	0.1673638054384387	(no candidates in same subsystem)	
rxn13236_c0	ceramide-1 (C26) endoplasmic reticular transport_g0		Ceramide-1 Sphinganine:n-C26:0)_c0 <=> Ceramide-1 Sphinganine:n-C26:0)_r0	-0.1561558991348265	(no candidates in same subsystem)	
bio_gsm	biomass [from GSM]		59.276 H2O + 59.276 ATP + 0.0002 NAD + 0.0002 NADP + 0.0002 CoA + 0.0002 FAD_c0 + 0.008 Pyridoxal phosphate_c0 + 0.008 S-Adenosyl-L-methionine_c0 + 0.046 AMP + 0.3018 L-Glutamate + 0.2904 Glycine_c0 + 0.4588 L-Alanine + 0.2862 L-Lysine_c0 + 0.2975 L-Aspartate + 0.0447 CMP_c0 + 0.02 Sulfate_c0 + 0.1607 L-Arginine_c0 + 0.1054 L-Glutamine + 0.1854 L-Serine_c0 + 0.0002 TPP + 0.0507 L-Methionine_c0 + 0.0284 L-Tryptophan_c0 + 0.1339 L-Phenylalanine_c0 + 0.102 L-Tyrosine_c0 + 0.0066 L-Cysteine_c0 + 0.008 Tetrahydrofolate_c0 + 0.0599 UMP_c0 + 0.008 BIOT_c0 + 0.2964 L-Leucine_c0 + 0.0663 L-Histidine_c0 + 0.046 GMP_c0 + 0.1647 L-Proline_c0 + 0.1017 L-Asparagine_c0 + 0.3 Glycogen + 0.2646 L-Valine_c0 + 0.1914 L-Threonine_c0 + 0.00316 dCMP_c0 + 0.0001 Riboflavin_c0 + 0.00284 dAMP_c0 + 0.00316 dGMP_c0 + 0.00284 dTMP_c0 + 0.2 cpd00314_c0 + 0.1927 L-Isoleucine_c0 + 0.008 5-Methyltetrahydrofolate_c0 + 0.0002 Siroheme_c0 + 0.0001 PAN_c0 + 0.0234 TRHL_c0 + 0.0001 Ergosterol_c0 + 0.0015 Zymosterol_c0 + 0.0002 hemeA_m0 + 0.0001 Lecithin_c0 + 0.0001 Triglyceride_c0 + 0.05 Chitin_c0 + 0.8079 Mannan_c0 + 1.1348 1,3-beta-Glucan_c0 + 0.0001 1-Phosphatidyl-myo-inositol_c0 + 0.05 1,3-alpha-D-Glucan_c0 + 0.001 cpd12744_c0 + 0.0001 Episterol_c0 + 0.00334 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0 + 0.000259 mannose-(inositol-P)2-ceramide, ceramide-1 (24C), yeast-specific_c0 + 0.000265 mannose-(inositol-P)2-ceramide, ceramide-1 (26C), yeast-specific_c0 + 0.000262 mannose-(inositol-P)2-ceramide, ceramide-2 (24C), yeast-specific_c0 + 0.000268 mannose-(inositol-P)2-ceramide, ceramide-2 (26C), yeast-specific_c0 + 0.000266 mannose-(inositol-P)2-ceramide, ceramide-3 (24C), yeast-specific_c0 + 0.004616 mannose-(inositol-P)2-ceramide, ceramide-3 (26C), yeast-specific_c0 + 0.002476 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0 + 0.0001 Phosphatidate, yeast-specific_c0 + 0.0002 Ubiquinone-6 + 0.0001 ps_BS_c0 + 0.0001 psetha_BS_c0 --> 59.276 ADP + 59.305 Phosphate + 58.70001 H+	0.1424130407066361	(no candidates in same subsystem)	
rxn09510_c0	Dolichyl-phosphate D-mannosyltransferase_g0		GDP-mannose_c0 + Dolichyl phosphate_c0 --> GDP + Dolichyl phosphate D-mannose_r0	0.1150554955868913	(no candidates in same subsystem)	
rxn09647_c0	dolichol phosphate endoplasmic reticular transport via proton symport_g0		H+ + Dolichyl phosphate_c0 <=> H+_r0 + Dolichyl phosphate_r0	-0.1150554955868913	(no candidates in same subsystem)	
rxn09642_c0	mannan endoplasmic reticulum transport via diffusion_g0		Mannan_c0 <=> Mannan_r0	-0.1150554955868913	(no candidates in same subsystem)	
rxn09582_c0	mannose-inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0	0.1009993284691463	(no candidates in same subsystem)	
EX_cpd00039_e0	Exchange for L-Lysine_e0		L-Lysine_e0 --> 	-0.0407586122502392	(no candidates in same subsystem)	
rxn01560_c0	D-Mannitol-1-phosphate phosphohydrolase	mannitol biosynthesis (compatible solute)	H2O + cpd27436_c0 <=> Phosphate + cpd00314_c0	0.0284826081413272	(no candidates in same subsystem)	
rxn00546_c0	D-Mannitol-1-phosphate 5-dehydrogenase (NADP), fungal	mannitol biosynthesis (compatible solute, NADPH sink)	NADP + cpd27436_c0 <=> NADPH + H+ + D-fructose-6-phosphate	-0.0284826081413272	(no candidates in same subsystem)	
EX_cpd00069_e0	Exchange for L-Tyrosine_e0		L-Tyrosine_e0 --> 	-0.0146970258009248	(no candidates in same subsystem)	
EX_cpd00060_e0	Exchange for L-Methionine_e0		L-Methionine_e0 --> 	-0.0139422366851797	(no candidates in same subsystem)	
rxn13235_c0	ceramide-1 (C24) endoplasmic reticular transport_g0		Ceramide-1 Sphinganine:n-C24:0)_c0 <=> Ceramide-1 Sphinganine:n-C24:0)_r0	-0.0112079063036122	(no candidates in same subsystem)	
EX_cpd00119_e0	Exchange for L-Histidine_e0		L-Histidine_e0 --> 	-0.0083026802729103	(no candidates in same subsystem)	
rxn00835_c0	ATP:inosine 5'-phosphotransferase_c0		ATP + Inosine_c0 --> ADP + H+ + IMP_c0	0.004486010782259	(no candidates in same subsystem)	
rxn30407_m0	CustomReaction_m0		H2O + Oxaloacetate + Propionyl-CoA_m0 --> CoA + H+ + 2-Methylcitrate	0.004443286870047	(no candidates in same subsystem)	
rxn13195_c0	2obut transporter (mitochondrial)_m0		2-Oxobutyrate <=> 2-Oxobutyrate_m0	0.004443286870047	(no candidates in same subsystem)	
EX_cpd00048_e0	Exchange for Sulfate_e0		Sulfate_e0 <=> 	-0.0039875651397858	(no candidates in same subsystem)	
rxn09584_c0	mannose-inositol phosphorylceramide synthase (ceramide-2, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0	0.0038166694909378	(no candidates in same subsystem)	
rxn09583_c0	mannose-inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0	0.0037881868827965	(no candidates in same subsystem)	
rxn09586_c0	mannose-inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0	0.0037739455787258	(no candidates in same subsystem)	
rxn09585_c0	mannose-inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0	0.0037312216665138	(no candidates in same subsystem)	
rxn09587_c0	mannose-inositiol phophorylceramide synthase (ceramide-1, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0	0.0036884977543018	(no candidates in same subsystem)	
EX_cpd00229_e0	Exchange for Glycolaldehyde_e0		Glycolaldehyde_e0 --> 	0.0034463955853871	(no candidates in same subsystem)	
rxn09680_c0	RXN0-1683.ce.maizeexp.GLYCOLALDEHYDE_GLYCOLALDEHYDE_c0		Glycolaldehyde_e0 <=> Glycolaldehyde_c0	-0.0034463955853871	(no candidates in same subsystem)	
EX_cpd00084_e0	Exchange for L-Cysteine_e0		L-Cysteine_e0 --> 	0.0034463955851006	(no candidates in same subsystem)	
GCALDtm_c0	RXN0-1683.ce.maizeexp.GLYCOLALDEHYDE_GLYCOLALDEHYDE_m0		Glycolaldehyde_c0 <=> Glycolaldehyde_m0	-0.0022786086513061	(no candidates in same subsystem)	
rxn09769_c0	dhnpt mitochondrial transport_m0		Dihydroneopterin_c0 <=> Dihydroneopterin_m0	0.0022786086513061	(no candidates in same subsystem)	
rxn09768_c0	Dihydropteroate mitochondrial transport via diffusion_m0		Dihydropteroate_c0 <=> Dihydropteroate_m0	-0.0022786086513061	(no candidates in same subsystem)	
4ABZtm_c0	4-Aminobenzoate mitochondrial transport via diffusion_m0		ABEE_c0 <=> ABEE_m0	0.0022786086513061	(no candidates in same subsystem)	
rxn09743_c0	Transport of (S)-3-hydroxy-3-methylglutaryl-CoA, mitochondrial_m0		HMG-CoA_c0 <=> HMG-CoA_m0	-0.0017089564884796	(no candidates in same subsystem)	
rxn09457_c0	Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)_c0		NADPH + O2 + H+ + Octadecenoyl-CoA_c0 --> 2 H2O + NADP + Octadecynoyl-CoA_c0	0.0016662325762676	(no candidates in same subsystem)	
rxn09633_c0	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase_c0		2 H+ + AIR_c0 --> Phosphate + Glycolaldehyde_c0 + Toxopyrimidine_c0	0.0011677869340809	(no candidates in same subsystem)	
SK_cpd02701_c0	Sink for S-Adenosyl-4-methylthio-2-oxobutanoate_c0		S-Adenosyl-4-methylthio-2-oxobutanoate_c0 --> 	0.001139304325653	(no candidates in same subsystem)	
rxn13149_c0	Hypothetical enzyme_c0		2 H2O + 2 H+ + 3 Malonyl-CoA_c0 --> 2 O2 + 2 CoA + 2 CO2 + Pimeloyl-CoA_c0	0.001139304325653	(no candidates in same subsystem)	
rxn09790_c0	5-Aminolevulinate mitochondrial transport_m0		5-Aminolevulinate_c0 <=> 5-Aminolevulinate_m0	-0.0004557217302612	(no candidates in same subsystem)	
rxn05093_c0	sulfur:oxygen oxidoreductase (hydrogen-sulfide- and sulfite-forming)_c0		4 H2O + O2 + 4 S_c0 <-- 4 H+ + 2 Sulfite_c0 + 2 H2S_c0	-0.0002848260814132	(no candidates in same subsystem)	
rxn09639_c0	squalene endoplamic reticular transport_g0		Supraene_c0 <=> Supraene_r0	0.0002421021692012	(no candidates in same subsystem)	
O2ter_c0	TRANS-RXNAVI-26568.ce_g0		O2 <=> O2_r0	0.0002421021692012	(no candidates in same subsystem)	
rxn09640_c0	Squalene-2,3-epoxide endoplamic reticular transport_g0		Squalene 2,3-oxide_r0 <=> Squalene 2,3-oxide_c0	0.0002421021692012	(no candidates in same subsystem)	
rxn06809_c0	rxn06809	Melanin biosynthesis/tyrosine metabolism	O2 + cpd03309_c0 --> H2O + cpd12744_c0	0.0001424130407066	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn02611_c0	R03674	Melanin biosynthesis/tyrosine metabolism	H+ + cpd01169_c0 --> CO2 + cpd03308_c0	0.0001424130407066	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn02609_c0	R03672	Melanin biosynthesis/tyrosine metabolism	H+ + cpd00291_c0 + cpd01169_c0 <-- cpd00612_c0 + cpd03330_c0	-0.0001424130407066	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn11972_c0	R02962	Melanin biosynthesis/tyrosine metabolism	cpd00612_c0 --> cpd03330_c0	0.0001424130407066	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn09785_c0	Transport of S-adenosyl-L-homocysteine, mitochondrial_m0		S-Adenosyl-homocysteine_c0 <=> S-Adenosyl-homocysteine_m0	-8.544782442398169e-05	(no candidates in same subsystem)	
rxn01927_c0	3-Hydroxyanthranilate:oxygen 3,4-oxidoreductase (decyclizing)_c0		O2 + 3-Hydroxyanthranilate_c0 --> H+ + 2-Amino-3-carboxymuconate semialdehyde_c0	8.544782442251806e-05	(no candidates in same subsystem)	
rxn02989_c0	R04293_c0		2-Amino-3-carboxymuconate semialdehyde_c0 --> H2O + H+ + Quinolinate_c0	8.544782442251806e-05	(no candidates in same subsystem)	
rxn08475_c0	iron (II) transport via diffusion (extracellular to periplasm)_c0		Fe2+_e0 --> Fe2+	5.696521628265446e-05	(no candidates in same subsystem)	
EX_cpd10515_e0	Exchange for Fe2+_e0		Fe2+_e0 <=> 	-5.696521628265445e-05	(no candidates in same subsystem)	
rxn30054_c0	pyrimidine phosphatase_c0		H2O + 5-Amino-6--5-phosphoribitylaminouracil_c0 --> Phosphate + 4-(1-D-Ribitylamino)-5-aminouracil_c0	4.272391221199084e-05	(no candidates in same subsystem)	
rxn10506_c0	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase_c0		H2O + H+ + 2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate_c0 --> NH3 + 5-Amino-6--5-phosphoribitylaminouracil_c0	4.272391221199083e-05	(no candidates in same subsystem)	
rxn09806_c0	2-Dehydropantoate mitochondrial transport_m0		2-Dehydropantoate_c0 <=> 2-Dehydropantoate_m0	4.272391221195672e-05	(no candidates in same subsystem)	
rxn13388_c0	spermidine:oxygen oxidoreductase (spermidine-forming)_c0		H2O + O2 + Spermine_c0 --> H2O2 + Spermidine_c0 + 3-Aminopropanal_c0	4.272391221195671e-05	(no candidates in same subsystem)	
rxn01138_c0	Adenosine:phosphate alpha-D-ribosyltransferase_c0		Phosphate + Adenosine <=> Adenine_c0 + Ribose 1-phosphate	-4.272391221195671e-05	(no candidates in same subsystem)	
rxn09728_c0	pantothenate mitochondrial transport_m0		Pantoate_c0 <=> Pantoate_m0	-4.272391221195669e-05	(no candidates in same subsystem)	
PEtm_SC_c0	Phosphatidylethanolamine mitochondrial transport  yeast specific		psetha_BS_c0 <=> psetha_BS_m0	-2.848260814132748e-05	(no candidates in same subsystem)	
PStm_SC_c0	Phosphatidylserine mitochondrial  transport  yeast specific		ps_BS_c0 <=> ps_BS_m0	2.8482608141327477e-05	(no candidates in same subsystem)	
rxn13332_c0	Isopentenyl diphosphate transport, mitochondrial_m0		Isopentenyldiphosphate_c0 <=> Isopentenyldiphosphate_m0	2.8482608141327236e-05	(no candidates in same subsystem)	
rxn13376_c0	all-trans-Pentaprenyl diphosphate transport, mitochondrial_m0		pendp_c0 <=> pendp_m0	2.8482608141327236e-05	(no candidates in same subsystem)	
rxn05287_c0	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_c0		Isopentenyldiphosphate_c0 + Geranylgeranyl diphosphate_c0 --> PPi + pendp_c0	2.8482608141327236e-05	(no candidates in same subsystem)	
rxn13400_m0	3-(4-hydroxyphenyl)lactate hydro-lyase (4-coumarate-forming)_m0		HPL_m0 --> H2O + 4-Coumarate_m0	2.848260814132723e-05	(no candidates in same subsystem)	
rxn30328_m0	3-(4-hydroxyphenyl-)lactate formation_m0		NADH + H+ + p-hydroxyphenylpyruvate_m0 --> NAD + HPL_m0	2.848260814132723e-05	(no candidates in same subsystem)	
rxn09802_c0	3-(4-hydroxyphenyl)pyruvate mitochondrial transport via proton symport_m0		H+ + p-hydroxyphenylpyruvate_c0 <=> H+ + p-hydroxyphenylpyruvate_m0	2.848260814132723e-05	(no candidates in same subsystem)	
rxn00438_c0	ATP:thiamin-phosphate phosphotransferase_c0		ATP + Thiamine phosphate_c0 <=> ADP + TPP	2.848260814132723e-05	(no candidates in same subsystem)	
rxn13208_m0	4-hydroxybenzoate formation_m0		H2O + 4-hydroxybenoyl-CoA_m0 --> CoA + H+ + 4-Hydroxybenzoate_m0	2.848260814132723e-05	(no candidates in same subsystem)	
3OPHB_5tm_c0	3 Octaprenyl 4 hydroxybenzoate mitochondrial transport		3 Hexaprenyl 4 hydroxybenzoate C37H53O3 <=> 3 Hexaprenyl 4 hydroxybenzoate C37H53O3	-2.8482608141327223e-05	(no candidates in same subsystem)	
FE2utm_c0	iron (II) transport via diffusion (extracellular to periplasm)_m0		Fe2+ --> Fe2+_m0	2.8482608141327223e-05	(no candidates in same subsystem)	
EX_cpd00218_e0	Exchange for Niacin_e0		Niacin_e0 --> 	2.8482608141327223e-05	(no candidates in same subsystem)	
rxn09721_c0	protoporphyrinogen IX mitochondrial transport_m0		ProtoporphyrinogenIX_c0 <=> ProtoporphyrinogenIX_m0	2.8482608141327223e-05	(no candidates in same subsystem)	
rxn13207_m0	4-hydroxybenzoyl-CoA formation_m0		H2O + NAD + CoA + 4-Coumaroyl-CoA_m0 --> NADH + Acetyl-CoA + H+ + 4-hydroxybenoyl-CoA_m0	2.8482608141327223e-05	(no candidates in same subsystem)	
rxn13290_c0	farnesyl diphosphate transport (mitochondrial)_m0		Farnesyldiphosphate_c0 <=> Farnesyldiphosphate_m0	2.8482608141327223e-05	(no candidates in same subsystem)	
rxn13199_c0	3-Hexaprenyl-4,5-dihydroxybenzoate transport, mitochondrial_m0		3-Hexaprenyl-4,5-dihydroxybenzoate_c0 <=> 3-Hexaprenyl-4,5-dihydroxybenzoate_m0	2.8482608141327223e-05	(no candidates in same subsystem)	
3OPHB5Hm_c0	3 Hexaprenyl 4 5 dihydroxybenzoate hydroxylase  mitochondrial		3 Hexaprenyl 4 hydroxybenzoate C37H53O3 + 0.5 O2 --> 3-Hexaprenyl-4,5-dihydroxybenzoate_c0	2.8482608141327223e-05	(no candidates in same subsystem)	
rxn40448_c0	NUDIX 		H2O +  <=> AMP + 2.0 H+ + 	2.8482608141327223e-05	(no candidates in same subsystem)	
rxn02175_c0	ATP:pantetheine-4'-phosphate adenylyltransferase_c0		ATP + H+ + Phosphopantetheine_c0 --> PPi + Dephospho-CoA_c0	2.8482608141293087e-05	(no candidates in same subsystem)	
ERGSTter_c0	ergosterol endoplasmic reticular transport_g0		Ergosterol_r0 <=> Ergosterol_c0	1.4241304070663611e-05	(no candidates in same subsystem)	
rxn09645_c0	Ergosta-5,6,22,24,(28)-tetraen-3beta-ol endoplamic reticular transport_g0		5,7,22,24(28)-Ergostatetraenol_c0 <=> 5,7,22,24(28)-Ergostatetraenol_r0	1.424130407066361e-05	(no candidates in same subsystem)	
